epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
34,623.092,1.12572,0.91521,1.38162,0.782,0.76463,0.80903,0.54009,1.21886,0.84255,1.51388,0.006733,0.006733,0.006733
35,641.232,1.12967,0.91417,1.37189,0.77724,0.74861,0.81051,0.53276,1.26199,0.87828,1.53286,0.006634,0.006634,0.006634
36,659.5,1.12666,0.91785,1.38205,0.7244,0.76522,0.79907,0.52972,1.27722,0.88483,1.56726,0.006535,0.006535,0.006535
37,677.616,1.08779,0.88943,1.35299,0.77818,0.77037,0.82227,0.53953,1.22584,0.85172,1.52251,0.006436,0.006436,0.006436
38,695.643,1.1016,0.87612,1.35308,0.7734,0.75325,0.79166,0.52372,1.24695,0.86161,1.53609,0.006337,0.006337,0.006337
39,713.927,1.10748,0.87923,1.35581,0.82553,0.7672,0.8294,0.54964,1.23796,0.82006,1.5158,0.006238,0.006238,0.006238
40,732.186,1.08106,0.84641,1.33804,0.72012,0.76691,0.80112,0.5481,1.21275,0.8475,1.5092,0.006139,0.006139,0.006139
41,750.462,1.08328,0.8538,1.34027,0.68385,0.76292,0.80266,0.53549,1.24633,0.86039,1.52865,0.00604,0.00604,0.00604
42,768.847,1.07269,0.84673,1.32948,0.79405,0.757,0.81482,0.55159,1.22653,0.83491,1.50992,0.005941,0.005941,0.005941
43,787.207,1.053,0.82877,1.31861,0.76526,0.78532,0.80795,0.54434,1.25401,0.83709,1.53482,0.005842,0.005842,0.005842
44,805.721,1.052,0.82187,1.31667,0.68181,0.82809,0.80826,0.5419,1.23128,0.80325,1.52791,0.005743,0.005743,0.005743
45,823.983,1.05289,0.81139,1.30964,0.76029,0.75456,0.80262,0.54037,1.24455,0.82613,1.54852,0.005644,0.005644,0.005644
46,842.118,1.037,0.79656,1.30302,0.82759,0.77445,0.81621,0.55859,1.20553,0.79539,1.48758,0.005545,0.005545,0.005545
47,860.311,1.03272,0.8042,1.2999,0.77626,0.76093,0.8266,0.55731,1.23782,0.8201,1.50766,0.005446,0.005446,0.005446
48,878.498,1.03687,0.79951,1.30971,0.76746,0.76449,0.81764,0.55421,1.22734,0.81003,1.5253,0.005347,0.005347,0.005347
49,897.01,1.02882,0.78019,1.3036,0.78214,0.76739,0.80686,0.54752,1.24796,0.80408,1.53494,0.005248,0.005248,0.005248
50,915.406,1.02266,0.78118,1.29365,0.7987,0.77621,0.81079,0.54519,1.26832,0.7721,1.57365,0.005149,0.005149,0.005149
51,933.818,1.01998,0.76805,1.29928,0.74377,0.7549,0.79594,0.53177,1.27762,0.8224,1.54413,0.00505,0.00505,0.00505
52,952.079,1.02049,0.77185,1.28825,0.74568,0.78911,0.82482,0.55227,1.2689,0.81183,1.53434,0.004951,0.004951,0.004951
53,970.5,0.99197,0.74992,1.27543,0.82476,0.77708,0.83453,0.56633,1.24782,0.77452,1.52483,0.004852,0.004852,0.004852
54,988.856,1.00299,0.74802,1.28329,0.78205,0.78277,0.81887,0.54896,1.24985,0.76362,1.53305,0.004753,0.004753,0.004753
55,1007.37,0.99306,0.73505,1.27466,0.82115,0.76195,0.81487,0.54231,1.25848,0.80511,1.54741,0.004654,0.004654,0.004654
56,1025.63,0.98777,0.73,1.26478,0.74869,0.82795,0.82112,0.55055,1.24562,0.77187,1.5292,0.004555,0.004555,0.004555
57,1043.93,0.97346,0.71495,1.26089,0.76912,0.82305,0.83236,0.5516,1.27762,0.7756,1.5566,0.004456,0.004456,0.004456
58,1062.28,0.97547,0.73536,1.26427,0.7964,0.7695,0.81517,0.54656,1.26321,0.79897,1.55093,0.004357,0.004357,0.004357
59,1080.63,0.96671,0.72925,1.26369,0.78719,0.76455,0.81781,0.54908,1.2766,0.77545,1.55544,0.004258,0.004258,0.004258
60,1099.15,0.96098,0.69623,1.24795,0.79838,0.76713,0.81066,0.54921,1.24179,0.75313,1.53806,0.004159,0.004159,0.004159
61,1117.49,0.95486,0.69955,1.25213,0.74525,0.79471,0.80112,0.53756,1.2515,0.80103,1.5517,0.00406,0.00406,0.00406
62,1135.89,0.94303,0.68484,1.23955,0.79048,0.78805,0.83046,0.55313,1.24929,0.77112,1.54694,0.003961,0.003961,0.003961
63,1154.22,0.92726,0.66996,1.23358,0.78746,0.77663,0.81467,0.54288,1.26478,0.77939,1.5482,0.003862,0.003862,0.003862
64,1172.41,0.92545,0.66957,1.2249,0.76794,0.8035,0.81522,0.55491,1.2476,0.77568,1.54372,0.003763,0.003763,0.003763
65,1190.94,0.91912,0.66467,1.22099,0.78991,0.80207,0.81305,0.53521,1.27654,0.79221,1.55642,0.003664,0.003664,0.003664
66,1209.35,0.93254,0.67849,1.24165,0.7649,0.79483,0.81083,0.54766,1.23795,0.76941,1.52101,0.003565,0.003565,0.003565
67,1227.67,0.92139,0.66174,1.22497,0.76617,0.76146,0.80677,0.53898,1.22258,0.76642,1.5312,0.003466,0.003466,0.003466
68,1245.98,0.90617,0.6481,1.21325,0.78635,0.74919,0.79652,0.54382,1.23098,0.77376,1.53318,0.003367,0.003367,0.003367
69,1264.33,0.89283,0.62817,1.20111,0.7829,0.77476,0.81175,0.54711,1.23832,0.77126,1.5438,0.003268,0.003268,0.003268
70,1282.71,0.90434,0.64843,1.2096,0.74635,0.79284,0.81934,0.55005,1.24464,0.76507,1.54273,0.003169,0.003169,0.003169
71,1300.96,0.89026,0.62403,1.20717,0.76408,0.79862,0.81096,0.54773,1.24402,0.77828,1.52579,0.00307,0.00307,0.00307
72,1319.1,0.8824,0.62643,1.20126,0.77531,0.81125,0.80781,0.55145,1.2304,0.76631,1.53156,0.002971,0.002971,0.002971
73,1337.22,0.87128,0.60592,1.17948,0.75971,0.81087,0.8122,0.54147,1.24578,0.77274,1.52863,0.002872,0.002872,0.002872
