epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
25,237.355,1.21422,1.05448,1.38861,0.71009,0.74035,0.78973,0.5003,1.29009,1.00236,1.50431,0.007624,0.007624,0.007624
26,246.735,1.21659,1.06279,1.38698,0.68372,0.78573,0.80013,0.51483,1.31331,0.93582,1.51257,0.007525,0.007525,0.007525
27,256.082,1.19718,1.02148,1.37577,0.67172,0.76743,0.78517,0.5071,1.33211,0.93609,1.52606,0.007426,0.007426,0.007426
28,265.437,1.18778,1.02097,1.36442,0.68757,0.76161,0.79739,0.51709,1.29136,0.96656,1.49027,0.007327,0.007327,0.007327
29,274.924,1.1902,0.99524,1.36023,0.67549,0.8088,0.79943,0.52091,1.28801,0.90757,1.49471,0.007228,0.007228,0.007228
30,284.495,1.1825,0.9966,1.35907,0.67543,0.80266,0.80822,0.52799,1.28353,0.91637,1.47955,0.007129,0.007129,0.007129
31,294.019,1.18378,0.98801,1.35767,0.67148,0.77418,0.78985,0.50103,1.31133,0.97391,1.49229,0.00703,0.00703,0.00703
32,303.361,1.16874,0.96661,1.34208,0.67866,0.81904,0.81981,0.52673,1.29206,0.89763,1.48776,0.006931,0.006931,0.006931
33,312.541,1.17096,0.97377,1.34358,0.65293,0.78415,0.79493,0.52587,1.28723,0.87401,1.49858,0.006832,0.006832,0.006832
34,321.989,1.15543,0.96329,1.33936,0.72054,0.80347,0.81526,0.54085,1.28718,0.86755,1.48479,0.006733,0.006733,0.006733
35,331.322,1.16442,0.9578,1.33423,0.68819,0.77534,0.79431,0.52303,1.28239,0.91281,1.47788,0.006634,0.006634,0.006634
36,340.627,1.15202,0.95473,1.33368,0.69847,0.77969,0.81005,0.53466,1.26449,0.87997,1.46318,0.006535,0.006535,0.006535
37,349.902,1.13203,0.93591,1.31419,0.74674,0.80706,0.82413,0.53652,1.3024,0.86173,1.4778,0.006436,0.006436,0.006436
38,359.38,1.1425,0.93279,1.31953,0.81969,0.72166,0.80263,0.52616,1.27562,0.90608,1.47026,0.006337,0.006337,0.006337
39,368.689,1.13707,0.9236,1.3168,0.6813,0.83019,0.82208,0.5433,1.25909,0.87602,1.47481,0.006238,0.006238,0.006238
40,378.11,1.1371,0.90664,1.31241,0.73822,0.77306,0.79979,0.52975,1.2433,0.86423,1.42856,0.006139,0.006139,0.006139
41,387.521,1.12481,0.90392,1.3068,0.69384,0.79217,0.80186,0.53012,1.24798,0.86903,1.46673,0.00604,0.00604,0.00604
42,396.976,1.11522,0.90557,1.29944,0.70252,0.76958,0.80605,0.53748,1.26203,0.84355,1.46125,0.005941,0.005941,0.005941
43,406.545,1.10084,0.89009,1.28669,0.70988,0.79442,0.81669,0.5313,1.29209,0.85508,1.49477,0.005842,0.005842,0.005842
44,415.883,1.09666,0.88349,1.28606,0.71496,0.82084,0.82264,0.53967,1.27426,0.84249,1.46858,0.005743,0.005743,0.005743
45,425.544,1.09375,0.86717,1.27635,0.71867,0.80128,0.81746,0.53691,1.25802,0.84368,1.45791,0.005644,0.005644,0.005644
46,435.007,1.08801,0.86186,1.27508,0.73015,0.79556,0.81552,0.55253,1.24361,0.80423,1.42983,0.005545,0.005545,0.005545
47,444.293,1.07723,0.85573,1.27678,0.76364,0.777,0.81281,0.5507,1.25261,0.81327,1.45866,0.005446,0.005446,0.005446
48,453.476,1.08688,0.84801,1.28063,0.79285,0.74109,0.80974,0.53994,1.23911,0.81186,1.43517,0.005347,0.005347,0.005347
49,462.791,1.07407,0.84236,1.26744,0.73185,0.78039,0.79444,0.53523,1.22365,0.82013,1.4333,0.005248,0.005248,0.005248
50,472.15,1.06968,0.84714,1.26598,0.77082,0.72895,0.79526,0.54531,1.23812,0.81703,1.43594,0.005149,0.005149,0.005149
51,481.458,1.06427,0.82473,1.26992,0.76014,0.78316,0.80513,0.53205,1.25408,0.79114,1.45061,0.00505,0.00505,0.00505
52,490.822,1.05914,0.82087,1.25615,0.76651,0.75326,0.81377,0.5439,1.27843,0.81894,1.44769,0.004951,0.004951,0.004951
53,500.23,1.04302,0.80501,1.25111,0.72694,0.80471,0.81094,0.53813,1.25814,0.81503,1.43298,0.004852,0.004852,0.004852
54,509.792,1.05274,0.80213,1.25355,0.8019,0.79596,0.83228,0.56574,1.23431,0.76238,1.43138,0.004753,0.004753,0.004753
55,519.411,1.04832,0.7889,1.2442,0.76895,0.77288,0.79659,0.53416,1.26223,0.83188,1.45275,0.004654,0.004654,0.004654
56,528.861,1.03823,0.79799,1.24191,0.72336,0.7908,0.79731,0.53406,1.2536,0.84192,1.44389,0.004555,0.004555,0.004555
57,538.19,1.02909,0.78248,1.24088,0.72414,0.82157,0.82351,0.55495,1.26566,0.79295,1.4585,0.004456,0.004456,0.004456
58,547.684,1.03137,0.79037,1.24272,0.73456,0.77688,0.80441,0.54522,1.25756,0.81658,1.44712,0.004357,0.004357,0.004357
59,557.101,1.0197,0.77637,1.23446,0.81265,0.75692,0.81851,0.53896,1.24627,0.79905,1.4257,0.004258,0.004258,0.004258
60,566.43,1.0183,0.75444,1.22353,0.77928,0.7867,0.81564,0.55995,1.21865,0.78351,1.40157,0.004159,0.004159,0.004159
61,575.929,1.01208,0.76885,1.22979,0.77064,0.77899,0.81961,0.54553,1.24915,0.8043,1.44014,0.00406,0.00406,0.00406
62,585.228,1.0004,0.75114,1.21945,0.8087,0.74446,0.82591,0.5563,1.25577,0.78045,1.42552,0.003961,0.003961,0.003961
63,594.612,0.99759,0.74441,1.2194,0.81078,0.76345,0.81302,0.55273,1.22953,0.8021,1.42534,0.003862,0.003862,0.003862
64,603.961,0.98581,0.73802,1.20805,0.73004,0.80201,0.806,0.54659,1.23462,0.83055,1.41789,0.003763,0.003763,0.003763
65,613.31,0.98246,0.73096,1.21022,0.76575,0.79936,0.83003,0.55448,1.22437,0.77166,1.42951,0.003664,0.003664,0.003664
66,622.685,0.994,0.74192,1.22309,0.81405,0.79132,0.83154,0.55482,1.23223,0.75732,1.44175,0.003565,0.003565,0.003565
67,632.207,0.98952,0.73914,1.20659,0.79863,0.78586,0.83284,0.56444,1.22355,0.76707,1.41909,0.003466,0.003466,0.003466
68,641.664,0.97542,0.71447,1.19871,0.71295,0.83962,0.83297,0.56687,1.21839,0.77517,1.42848,0.003367,0.003367,0.003367
69,651.25,0.96576,0.69919,1.19011,0.81686,0.77903,0.83257,0.56753,1.24618,0.75205,1.43232,0.003268,0.003268,0.003268
70,660.671,0.97764,0.71823,1.19958,0.81333,0.79152,0.83285,0.56994,1.24225,0.7413,1.43732,0.003169,0.003169,0.003169
71,670.111,0.96148,0.70248,1.19337,0.79962,0.80049,0.83023,0.5673,1.21295,0.76185,1.403,0.00307,0.00307,0.00307
72,679.495,0.96574,0.70263,1.19496,0.8374,0.7722,0.83902,0.56851,1.22708,0.76389,1.41204,0.002971,0.002971,0.002971
73,688.867,0.94257,0.67755,1.17349,0.79731,0.76727,0.82001,0.5548,1.23599,0.77841,1.44173,0.002872,0.002872,0.002872
74,698.212,0.94645,0.6804,1.17938,0.76466,0.78839,0.81894,0.56479,1.21088,0.75424,1.4118,0.002773,0.002773,0.002773
75,707.664,0.94165,0.68034,1.17963,0.74902,0.78327,0.82188,0.54878,1.23879,0.76265,1.43318,0.002674,0.002674,0.002674
76,717.121,0.93523,0.67349,1.1678,0.73589,0.79525,0.8073,0.55174,1.22528,0.76458,1.42464,0.002575,0.002575,0.002575
77,726.689,0.93083,0.66224,1.1686,0.75971,0.79987,0.81795,0.55785,1.24345,0.75715,1.44615,0.002476,0.002476,0.002476
78,735.968,0.93418,0.65621,1.17047,0.76648,0.79088,0.81767,0.55756,1.23778,0.73578,1.42954,0.002377,0.002377,0.002377
79,745.307,0.93133,0.66462,1.17178,0.77601,0.79629,0.81539,0.5503,1.23992,0.76889,1.4356,0.002278,0.002278,0.002278
80,754.682,0.9169,0.64867,1.15482,0.75036,0.82274,0.82011,0.55865,1.24402,0.76887,1.43673,0.002179,0.002179,0.002179
81,763.948,0.90268,0.64559,1.15768,0.76867,0.80254,0.81385,0.55607,1.23278,0.76883,1.432,0.00208,0.00208,0.00208
82,773.368,0.90011,0.63965,1.15033,0.73065,0.79513,0.8088,0.55878,1.27028,0.77197,1.44733,0.001981,0.001981,0.001981
83,782.929,0.91251,0.64908,1.15662,0.77224,0.786,0.80612,0.54606,1.25359,0.78383,1.45112,0.001882,0.001882,0.001882
84,792.281,0.89093,0.62788,1.14152,0.76265,0.79639,0.81161,0.56126,1.21708,0.77627,1.41868,0.001783,0.001783,0.001783
85,801.725,0.89615,0.63403,1.14982,0.75492,0.79513,0.80804,0.55406,1.24844,0.79441,1.4572,0.001684,0.001684,0.001684
86,811.283,0.88358,0.61434,1.13912,0.76101,0.8105,0.81836,0.56045,1.27002,0.76419,1.44777,0.001585,0.001585,0.001585
87,820.728,0.87841,0.61664,1.13653,0.76627,0.77907,0.80605,0.54939,1.27057,0.77428,1.46654,0.001486,0.001486,0.001486
88,830.15,0.88343,0.60361,1.13296,0.73826,0.80285,0.80367,0.55483,1.24495,0.7742,1.44675,0.001387,0.001387,0.001387
89,839.515,0.86664,0.61133,1.12671,0.76833,0.78533,0.81376,0.55468,1.24787,0.76039,1.46051,0.001288,0.001288,0.001288
90,848.978,0.86942,0.59438,1.1316,0.7397,0.82794,0.81441,0.56206,1.23985,0.7503,1.43868,0.001189,0.001189,0.001189
