filename,genre,tempo,mean_zcr,spectral_centroid,spectral_bandwidth,spectral_rolloff,rmse,chroma_stft,spectral_contrast,tonnetz,mfcc_1,mfcc_2,mfcc_3,mfcc_4,mfcc_5,mfcc_6,mfcc_7,mfcc_8,mfcc_9,mfcc_10,mfcc_11,mfcc_12,mfcc_13
blues.00006.wav,blues,71.77734375,0.07305223740815932,1459.4696908114731,1389.0684455566097,2795.910729498985,0.14175196,0.29142597,23.42114998907923,-0.0049300374403992405,-190.0688,130.27023,-36.362114,33.036213,11.093892,-0.5918819,-20.890266,0.27844232,-6.496385,-5.5127354,-7.847404,-3.1243007,-6.6028214
blues.00098.wav,blues,123.046875,0.12843231885634185,2310.352908011415,2206.409153660281,4829.0914230169665,0.12535533,0.44319093,20.798498020932445,0.05998369956428777,-90.67999,100.10962,-23.938423,52.602547,-20.93744,31.501324,-11.228661,20.089375,-10.90247,17.561745,-14.096043,12.994767,-11.434561
blues.00046.wav,blues,123.046875,0.05845780162412993,1913.013075046242,2361.665525153213,4777.714832420968,0.10254586,0.38802335,21.417668303403808,-0.010266543082770375,-182.60481,90.67421,14.12465,67.55299,2.6751468,38.430412,-8.419177,24.123713,-13.794528,4.8405757,-16.67912,5.8271165,-5.146392
blues.00026.wav,blues,83.35433467741936,0.05197268646075019,1198.8570176825056,1573.3099533109155,2478.8330644576567,0.07705383,0.27857408,21.951863061544785,-0.025968260135325653,-284.64056,108.80131,9.085319,51.198063,18.071892,7.6021547,8.755716,2.3540907,0.0033672713,2.2484956,4.1991253,-3.283064,1.6176828
blues.00043.wav,blues,129.19921875,0.08717463022041763,2155.845202161907,2371.995585844167,5011.532444079901,0.12730543,0.39893433,20.792140054278352,-0.01408317703500469,-109.1407,100.619644,-8.666454,47.35473,-6.568465,39.617756,-8.521924,29.572609,-16.594837,13.170881,-24.213415,6.5830193,-8.652447
blues.00036.wav,blues,151.99908088235293,0.03690734060808198,1247.5800479447826,1907.8212456462638,2621.496780289298,0.19766894,0.23332669,27.356839174785545,-0.019796727317330915,-200.18538,116.348595,17.990738,25.287697,0.28717092,24.193773,-22.253931,11.182934,-26.854319,-7.637254,-24.876745,-12.010829,-17.024942
blues.00022.wav,blues,95.703125,0.05856995903422274,1155.869256708858,1497.9367164622142,2169.63258818518,0.113379315,0.3066106,22.283468346590055,-0.017864642361099307,-233.96312,136.14453,3.3066366,48.930626,8.705184,13.989511,5.3627157,0.410189,-13.483555,16.860369,5.134752,-2.2307272,3.9538214
blues.00042.wav,blues,89.10290948275862,0.09782391966357308,2301.5769168965485,2367.5022763134966,5187.511838837732,0.110940404,0.37769634,23.41613689668428,-0.0336794075296743,-159.5804,69.806015,-4.402107,76.845116,3.9148974,45.175888,-4.860274,32.20158,-9.805074,7.809358,-21.826738,9.695749,-2.5847607
blues.00038.wav,blues,86.1328125,0.044373172249613305,1514.1569585845884,2140.9924739266226,3451.7991068191704,0.16801718,0.26584658,27.18981215032839,-0.016708316465514357,-192.69032,111.157486,21.351843,26.396648,-0.6495014,23.48705,-25.476696,16.92198,-16.971931,5.785404,-25.736197,-5.0530744,-17.632252
blues.00018.wav,blues,83.35433467741936,0.056141769987432324,1537.4913865266892,2053.965411394372,3495.331815998405,0.07967066,0.27006894,21.712152054845284,-0.033901894582316336,-252.48178,104.94516,15.296445,42.68784,6.770452,21.611765,-1.3111783,5.681745,-16.636873,12.16935,-1.9619533,1.9602653,-0.89822775
blues.00005.wav,blues,69.83741554054055,0.09404153373936582,1832.0115969728529,1729.5808044661662,3481.4676306917054,0.103452876,0.30252185,22.54261550183542,0.0011916964289040409,-177.80174,118.20316,-17.57063,30.760927,-21.742554,11.919263,-20.734299,3.1852882,-8.580818,-0.9328852,-11.772245,-2.408764,-9.348446
blues.00032.wav,blues,143.5546875,0.03938839846771075,1309.7746510229804,1883.2581499407856,2765.2346582257833,0.10122466,0.2761858,26.981117527939926,0.09350100523711971,-288.7327,105.90115,18.776207,23.682646,5.6820407,25.54894,-13.463248,12.437668,-11.963671,1.5746145,-15.640524,-6.632071,-11.693039
blues.00040.wav,blues,172.265625,0.09764303279679042,2272.4696393575086,2356.7258986742127,5108.157072487674,0.13481365,0.39795133,21.29558759660927,-0.012081728898583739,-110.285034,90.71587,-2.5352986,74.0649,-11.763082,39.210945,-13.171311,20.544197,-17.162983,12.81397,-21.437147,5.957196,-8.026906
blues.00048.wav,blues,123.046875,0.09876687270398299,2148.129104035021,2204.0829869674467,4672.105545787413,0.123896696,0.37950882,21.605656746321955,-0.011311804251818047,-106.39663,102.66919,-20.160875,59.366917,-9.960423,33.70237,-14.18707,23.524563,-13.328021,16.005512,-18.926495,7.8249483,-7.797836
blues.00013.wav,blues,107.666015625,0.0514017032820959,1324.5278252945684,1827.850131696539,2711.4849187935033,0.113129914,0.26491037,21.410243086058674,-0.03565928897329547,-209.80392,124.46476,10.309394,47.016357,6.478226,15.41512,-2.0159416,6.726218,-21.543222,10.720835,-5.5328465,-2.1957276,-3.0491858
blues.00023.wav,blues,184.5703125,0.052467009860788866,1210.1413910383171,1497.6767028673223,2521.9827390878772,0.1019351,0.28080696,21.831998001921807,0.022158268870207987,-227.2558,137.76518,-14.502317,63.57536,5.6017485,11.988769,1.8891491,-1.8709356,-7.618036,-2.4516425,-2.8980217,-9.433825,-10.939208
blues.00075.wav,blues,117.45383522727273,0.10850946200696056,2224.0145847405415,2254.7335542592823,4700.258585139936,0.19198641,0.4663816,21.07361299571058,0.031101528417934753,-86.491806,92.72617,-15.342206,54.05328,0.8746949,31.574251,-14.615236,23.328945,-14.971667,15.337374,-7.053953,12.179845,-6.0996003
blues.00031.wav,blues,151.99908088235293,0.04294722484048724,1330.6062681557469,1973.2623612410227,2898.630603338892,0.15147567,0.25371763,27.926870947618056,0.0132320733760417,-221.87302,110.8554,18.636082,30.92296,3.2964358,22.585636,-20.40369,12.121834,-26.332514,-4.367301,-26.395552,-13.04718,-12.667627
blues.00025.wav,blues,92.28515625,0.051697390999613305,1109.3207630441668,1463.1107858840894,2243.3167778422276,0.0891659,0.29094827,21.024439017340487,-0.0402742792226552,-249.31532,131.00032,0.67786974,66.704155,17.911272,4.623277,6.603809,1.2421156,1.4099407,-1.5849273,-0.97253853,-3.5726154,-2.9297993
blues.00047.wav,blues,151.99908088235293,0.07532370818832174,2013.0124617688696,2310.0926355891256,4848.792721777118,0.11219959,0.33642253,22.390800203345826,-0.05297587206821283,-149.96422,93.663895,6.347333,71.49793,-8.129108,36.19368,-9.783754,17.647097,-21.112293,-0.13059257,-22.204636,5.4265747,-7.464398
blues.00001.wav,blues,67.99958881578948,0.05603980870552978,1530.2617669893777,2038.9876082704006,3550.7136156830047,0.09590782,0.3408494,20.67248575925077,0.053036408367499004,-207.52383,123.98514,8.947019,35.86715,2.9095943,21.519474,-8.556513,23.370676,-10.103608,11.899242,-5.558824,5.3778763,-2.234492
blues.00015.wav,blues,103.359375,0.06370125495456304,1420.438571434397,1731.176852967896,2930.239280470563,0.0806058,0.26973152,21.359252665623938,-0.012050862953496808,-238.51962,120.10219,-4.2219486,42.294594,5.9238214,13.911398,5.350524,1.8952672,-16.92809,12.343145,3.9388995,-1.3966831,0.01302776
blues.00078.wav,blues,123.046875,0.12381951493619489,2333.552482082229,2227.3610741193797,4942.777742531903,0.25799304,0.41422728,20.964763062793114,-0.020033875995531893,-2.5430124,101.26547,-33.93092,41.52805,-13.817938,31.923832,-21.876541,24.470266,-15.874413,15.808346,-14.370206,12.514339,-13.378109
blues.00002.wav,blues,161.4990234375,0.07629120746326373,1552.832481434823,1747.754086849524,3042.4101154654873,0.17547321,0.36353773,22.191291986332494,0.02046899823785162,-90.757164,140.44087,-29.084547,31.686693,-13.976547,25.753752,-13.66499,11.634442,-11.778322,9.714756,-13.125314,5.7912464,-8.901966
blues.00037.wav,blues,123.046875,0.048163866130123745,1188.4732078138645,1683.0974006146994,2339.8331573557134,0.06915838,0.24866746,26.60517225385806,0.00880011025188776,-328.56018,102.709816,19.872597,26.714405,7.1520658,22.708387,-6.9570885,12.789707,-10.729283,-0.4425992,-12.386709,-8.909131,-9.215009
blues.00024.wav,blues,103.359375,0.04727604770881671,1120.166568707164,1448.1227679043818,2324.212009226363,0.08692267,0.26306966,21.713855710074803,-0.02910403260756854,-274.37683,130.40738,-6.357467,70.38822,13.269664,9.472181,7.7330894,-1.2365493,-0.5709877,-2.2971628,3.7794154,0.08548226,-0.936857
blues.00034.wav,blues,184.5703125,0.04570244525812065,1537.0761619483683,2157.2970666776923,3602.40662612384,0.13590334,0.26217145,26.878570737625594,0.010798401178259814,-217.18364,105.78522,15.602849,25.24884,-1.4500507,30.19327,-17.716621,17.319044,-27.213606,4.338282,-20.0573,-10.700285,-14.228785
blues.00019.wav,blues,123.046875,0.05888603900812065,1195.4981309471507,1481.0226384301282,2235.6144526718385,0.09761591,0.2574455,21.48142240646454,0.016324956913510096,-236.67947,138.4056,-4.9304795,47.6545,5.1578503,8.887806,0.4874058,-3.788342,-14.984867,10.428946,-0.3413841,0.7833588,1.7809838
blues.00041.wav,blues,129.19921875,0.10226074596384377,2390.4218136181985,2463.3092401832296,5403.593285509716,0.12910546,0.38697547,21.787455835137866,0.0031406044435735195,-107.203255,88.4929,-4.1719,55.477848,-8.0177145,38.413597,-6.4136605,28.57575,-19.81994,13.2446995,-19.248566,12.076122,-4.582267
blues.00021.wav,blues,99.38401442307692,0.047907452387857694,1046.7751266104485,1481.0558466484933,1831.2215641313805,0.1010843,0.32131013,22.14452413296216,-0.05778241624791525,-264.67126,138.85434,11.16733,48.523926,14.904312,20.586437,3.2061763,1.2635795,-15.839374,15.975112,3.358218,-1.506641,1.8969209
country.00091.wav,country,117.45383522727273,0.06473823895494973,1563.3792654565407,1779.1317819389692,3233.794160564095,0.08944597,0.35345957,24.32462135094345,-0.0025646560034617272,-193.73314,125.576965,-20.945107,46.33686,-2.690852,12.840516,-6.6026425,10.736069,-10.91958,6.1234164,-9.4414,5.1659884,-3.6614418
country.00078.wav,country,66.25600961538461,0.049895697384957464,1144.8885616291911,1443.9709863470932,2223.7570353284514,0.043314192,0.3762129,21.72855769011203,-0.014282803777555341,-302.41064,150.1164,-3.7138386,26.95196,-0.26141748,13.506062,7.233895,4.227106,1.7578514,6.5712256,-0.50072837,7.9061255,1.3247037
country.00093.wav,country,86.1328125,0.06812788512664346,1537.7806406173124,1716.2300413476298,3055.5581927022913,0.09251183,0.25101602,26.710228436369583,0.04187075565136173,-213.623,117.20727,-21.871634,45.657173,-10.280004,5.05799,-11.914002,5.574868,-17.7996,0.18725954,-14.1705475,-1.1572179,-10.304957
country.00058.wav,country,112.34714673913044,0.07328712599091261,1796.7119762329241,2148.5828916129603,4165.017763921113,0.16378078,0.3482301,23.111113182681084,-0.0066495381330490275,-101.2983,120.435974,-0.41283745,49.03769,-15.870198,19.87758,-13.09662,18.572926,-15.718034,15.2437315,-5.916708,6.655968,-10.362753
country.00073.wav,country,151.99908088235293,0.06973622994006187,1548.906387363762,1823.557931123346,3289.384131199246,0.09581993,0.37485817,23.7556630479321,-0.0096590416725527,-167.00668,132.4709,-17.308983,46.921646,-3.6383252,20.937962,-8.8259325,8.533768,-15.142039,8.106652,-16.94435,6.661936,-10.934709
country.00099.wav,country,143.5546875,0.10824587321152358,2157.483363148039,2160.2796737786607,4478.689752211427,0.22070146,0.38091904,22.500388525868875,-0.04688037682729579,-42.180546,106.264595,-24.218506,44.67555,-12.344403,20.534286,-16.052774,18.492975,-18.786243,15.519278,-15.459702,8.954699,-9.982072
country.00013.wav,country,129.19921875,0.1295221716695669,2811.872177544087,2841.7562730726136,6061.51341130728,0.08002811,0.36810398,18.68348436623149,-0.0008989898639121445,-126.20302,77.6602,3.1578352,19.944597,10.8167715,0.72969556,5.2284603,-0.49303114,-0.99594116,5.39514,-3.7251055,-3.493331,-5.336726
country.00029.wav,country,89.10290948275862,0.054210547781322505,1214.2001323890852,1555.577737612877,2274.3092689602668,0.11706559,0.3099739,19.333970218774144,-0.043660284125744644,-171.242,160.48726,-17.805805,30.491003,7.5109696,-8.247462,-5.6675158,0.13154985,-8.835052,-2.6557033,0.7119978,-3.7818263,-6.502074
country.00006.wav,country,112.34714673913044,0.1283081334879495,2807.9125120088343,2778.308824727949,6023.044502707776,0.21399127,0.4216029,18.930717109875857,0.0028630413987174867,-23.201923,71.15687,1.576013,24.438925,16.31995,4.5767665,-3.8856642,17.993046,-3.3505054,2.4355412,2.9157152,0.81521153,-1.1092839
country.00033.wav,country,92.28515625,0.12363183065061871,2456.7182165815743,2387.4975939529654,4914.87450832004,0.1045934,0.31685027,20.984762467882426,-0.015158909070041908,-133.27147,78.98,-5.651681,35.54217,-7.5470138,7.928213,2.7289066,0.40225086,-1.1442518,-1.1125528,-7.844962,-1.1714913,-4.8177476
country.00079.wav,country,80.74951171875,0.045760600952242846,963.6542370411188,1235.645727152156,1754.931074173434,0.11524875,0.31031382,23.589947213586314,0.12005719264362405,-229.05678,180.33003,4.5372114,24.171104,1.0911431,4.0153756,-6.0064874,1.9028653,-13.129048,0.01598583,-13.500771,1.5909431,-13.422154
country.00095.wav,country,89.10290948275862,0.0673669518561485,1557.7510489456868,1762.1920755783785,3220.9541763341067,0.17527841,0.32885525,24.25056015414178,0.023969589985232895,-124.79657,127.310844,-23.381498,47.375706,0.5761373,16.01138,-9.977922,16.199665,-16.736052,6.7884483,-8.195151,3.2016318,-1.5992867
country.00021.wav,country,107.666015625,0.04564919881090487,1044.7200862613543,1393.8079039816196,1947.6307596795243,0.10979616,0.28923905,20.30250973164432,0.02652200773277497,-209.33365,167.1017,-20.841473,36.802998,10.272971,3.9958642,-5.6698804,-4.625789,-6.24442,-4.1741776,-6.6804767,-3.2626216,-7.9688377
country.00040.wav,country,143.5546875,0.10630558778035576,2449.7536777060777,2560.4589639124774,5042.957930775087,0.10900008,0.3734549,18.814913647342117,0.03046603634031048,-102.86875,85.338524,-4.320379,30.584402,3.014872,-1.9487438,4.437098,3.4139795,-4.258278,-1.7707374,-3.9678407,-1.3573312,-3.7603476
country.00097.wav,country,112.34714673913044,0.0671992821925754,1561.0425270580388,1782.6517736699686,3175.33143081134,0.1530273,0.348044,24.579365616766864,0.040975444432562125,-148.36998,126.86573,-19.571285,52.87677,8.581606,17.882395,-8.099402,17.780605,-15.515441,13.506864,-10.96457,9.469388,-1.9210476
country.00090.wav,country,135.99917763157896,0.09899685203982986,1927.5251167094752,1972.2404208958335,3883.6122729662125,0.14736076,0.3713997,22.890279982308915,-0.010318602304425089,-91.654945,115.8513,-30.201815,52.284874,-5.0187893,16.961174,-15.656676,13.546172,-12.756255,15.970038,-11.965698,11.068041,-9.953225
country.00065.wav,country,123.046875,0.0386682497099768,894.5392325301151,1195.985254819635,1639.8291921947505,0.11052865,0.28278357,24.262003397147662,-0.005465172276578976,-250.85716,163.07423,-3.874575,30.153006,5.589061,7.5009403,4.0263863,-2.1164129,-5.477513,-1.062121,-9.981778,1.8189913,-8.753831
country.00003.wav,country,161.4990234375,0.1025643835864938,2174.1604935047117,2281.058760714112,4348.07370779315,0.2042707,0.37698767,20.605520248415505,0.06288370456296301,-57.75979,95.76648,-10.109319,40.979637,13.979035,-0.9898583,-0.18847147,7.4250774,-3.633337,9.545139,-2.9410644,2.4362512,1.9947801
country.00019.wav,country,83.35433467741936,0.0509447656854215,1138.970375102019,1462.5548366603607,2118.197709723028,0.082008675,0.31572592,20.378244020622745,0.02670895415481645,-256.0997,163.07938,-22.86085,26.925726,15.294624,-3.5060468,4.2238126,-0.787576,-9.461129,1.7529935,-4.4277163,-3.6453378,-4.2500973
country.00068.wav,country,172.265625,0.050235945959010056,1131.076903032162,1458.695646588428,2216.987316016531,0.0834524,0.3492893,22.7912925038533,-0.029205696751591542,-229.49329,157.29971,-16.750404,31.881748,-0.10805413,16.648754,1.3576683,12.212551,-3.8637102,6.835824,-4.267376,1.3341368,-5.9014387
country.00011.wav,country,112.34714673913044,0.11016274531129157,2839.25842945996,2798.5048227301195,6047.924011655307,0.07847474,0.30090493,21.386769087519834,0.02585964179529516,-199.05687,61.1464,9.977331,23.48061,10.260272,0.0013763829,8.017387,1.1231514,-4.8983784,9.487702,-6.3569746,3.875742,1.6276603
country.00050.wav,country,117.45383522727273,0.07894522186774942,1780.2063536153119,2036.274218634949,3875.043956641531,0.10936974,0.35114315,22.51359249119664,0.06753617275622005,-143.05974,121.874374,-13.355456,47.767853,-12.669739,23.367556,-11.009172,18.859142,-13.707747,15.945983,-11.358796,10.289537,-6.009821
country.00007.wav,country,103.359375,0.11293582502902477,2898.787368032488,2878.9661651993006,6400.052966421972,0.24406008,0.42144912,19.47225445385936,-0.036966667027613816,-20.81746,64.90752,6.7671013,26.357126,11.665422,13.185629,-1.9791069,8.582197,0.4728952,7.441096,-0.41490933,6.945586,3.6606066
country.00067.wav,country,64.599609375,0.035363948907579275,858.1117097118749,1238.2195319306607,1446.105305611949,0.055416528,0.32132056,22.637732772269022,-0.05480268640281609,-328.71906,167.03047,13.017286,28.825632,11.25177,14.431292,11.699713,7.8014154,-11.720729,2.38008,-8.350321,-3.8527918,-6.739853
country.00024.wav,country,129.19921875,0.08241794760247487,1738.8802794251499,1907.2670832046538,3424.7701905996228,0.09655079,0.2704669,21.4092019196643,0.09566103591343719,-200.06026,109.140465,-5.542463,48.140514,1.2196505,4.592618,-9.150065,-1.4768001,-11.666416,-5.2047043,-11.545386,4.9804335,-4.9844666
country.00018.wav,country,86.1328125,0.09558907941802011,2068.869796587892,2370.15807218592,4098.677845399507,0.09675965,0.36986184,19.822089001278133,0.05809382977113641,-131.1577,102.98625,-11.529913,17.738117,16.948603,4.4418244,1.2972012,3.413476,-1.5013238,1.6068558,-7.989871,-0.82989705,-8.8802805
country.00012.wav,country,89.10290948275862,0.06405358782869296,1667.5169597765603,2052.754370274817,3439.733518525232,0.12688757,0.29652536,19.30698367919998,0.08282075179702607,-141.01443,123.921104,-2.5103796,27.954958,-0.0042825625,1.2101256,-11.015174,-1.3653065,-7.0197535,-6.129559,-5.1838574,-2.1625636,-4.5987415
country.00041.wav,country,129.19921875,0.09586022090100542,2634.223606489956,2898.649215130567,5808.127730296549,0.11321748,0.40024942,18.542732928081687,0.05614654977379732,-111.62214,82.249146,13.051351,31.925335,23.684826,-0.53294575,12.03311,3.66216,-5.7393713,3.3419154,1.4315192,0.7713819,0.5497473
country.00052.wav,country,71.77734375,0.03546288911446249,1115.6797010252174,1662.994993523966,2347.685365610499,0.06949131,0.3289262,23.637131366714225,0.021747781942750958,-265.2709,138.86661,6.1286917,47.477863,-2.3875468,21.05125,4.0907435,17.65029,-12.018802,15.490483,-1.1288179,7.8953543,0.5013677
country.00096.wav,country,117.45383522727273,0.09741305346094355,1754.3169300487764,1861.9497283151393,3504.9992749419953,0.21801743,0.3257571,24.132524352448446,0.09177494608228538,-69.83627,124.2077,-32.48237,47.6898,1.4008857,22.60084,-8.7528515,21.427229,-15.660797,15.749121,-12.432543,9.573857,-9.047071
country.00070.wav,country,112.34714673913044,0.09472278615622583,1934.7410487910734,1970.0805807414333,4048.308802204176,0.14430228,0.36519974,22.85456745374841,0.01860391109117831,-99.33054,117.57579,-29.873354,40.84807,-15.25619,27.988764,-11.962531,13.341765,-11.372493,10.539091,-8.746651,8.420694,-6.8370347
country.00057.wav,country,67.99958881578948,0.07544530645784996,1741.888486282652,1985.7526618758286,3791.309273491879,0.13006952,0.31506595,24.661545209311434,-0.06665335167079549,-137.86005,121.520035,-13.279323,43.328953,-10.695389,17.859846,-7.950051,9.101156,-19.791092,9.442091,-19.604746,6.9056215,-12.5497055
country.00046.wav,country,78.30255681818181,0.11588466139791183,2109.417730689385,1933.8314274427828,3843.893255601073,0.10329493,0.37417582,20.316065774313923,-0.003976358015183372,-126.90665,103.49357,-31.897821,58.728836,-1.9615225,-3.1359189,-2.9429367,0.3602378,-3.034348,-0.8273261,5.5868716,-10.137715,0.7289897
country.00088.wav,country,103.359375,0.06605051841647332,1622.809613480337,1963.3073228704848,3527.1653177566704,0.15261815,0.35365322,23.27379870277843,-0.010478823126950303,-121.959,123.24601,-8.496771,51.599014,-0.10669114,20.418154,-11.878725,16.262135,-11.52881,11.832639,-8.090615,9.130125,-8.650755
country.00061.wav,country,60.09265988372093,0.04858304028905646,1397.8552412349427,1896.1999666670188,3101.2558797672564,0.1072092,0.3145773,24.302225648958714,0.06129762090721807,-186.33115,135.86916,5.9504013,45.837704,-5.776936,22.777603,-12.992677,17.125881,-13.76287,9.738707,-8.365436,6.6548285,-9.085711
country.00049.wav,country,112.34714673913044,0.07579197481631864,1599.911202685332,1826.2848279513296,3006.7296145410382,0.14351887,0.32388186,19.225830607178885,0.0477409007074289,-110.04325,134.77678,-24.017365,19.40414,-4.4027624,-4.810312,-7.802366,-0.39133018,-5.4069877,-2.9562922,0.7801952,-4.774832,-0.17851049
country.00009.wav,country,95.703125,0.15687278464988427,3191.2596105890007,2948.014284587389,6926.771206325955,0.23645693,0.42960978,18.093699779118378,0.02329014378984676,12.145776,58.997505,0.93959534,26.743252,9.245794,3.5632026,1.5272026,8.654258,1.0029398,11.647982,-2.1983073,1.1939831,0.48530075
country.00087.wav,country,143.5546875,0.07395969281709204,1591.310655282915,1806.6986668611933,3162.97440318663,0.10857797,0.32857192,25.217787674023814,0.11238817928633835,-170.8428,124.75503,-19.236622,39.212093,-3.7663841,15.302875,-12.9792,8.529965,-11.831754,11.324966,-13.776035,3.1141603,-10.082476
country.00098.wav,country,117.45383522727273,0.06172207318252127,1425.27970326378,1691.0074862059766,2981.1912023274363,0.17621148,0.27104354,25.40990238233194,0.0981990302536768,-139.56085,128.79108,-20.232744,49.427704,-2.1633635,16.994392,-8.339966,9.827166,-20.141237,2.5050974,-11.247482,3.7663162,-6.4156575
country.00014.wav,country,135.99917763157896,0.12478399313611756,2952.9885811173413,3036.4590945849873,6570.3581559962295,0.092618205,0.36505738,18.997504822913925,0.0016487147716990373,-124.6224,72.49065,16.715553,18.250063,12.224811,8.094714,7.986082,-0.5102592,2.3697214,-0.5687946,-5.5688143,0.54331374,-5.0568647
country.00085.wav,country,73.828125,0.06926758567768755,1596.3192351340851,1853.3171196002743,3291.640704303219,0.13540727,0.33792004,24.825927782211206,0.052170389878294386,-146.03406,124.633896,-17.923777,49.246246,-0.16373,22.78391,-7.1801314,16.748545,-9.71323,15.436437,-7.632503,10.915412,-3.4583304
country.00077.wav,country,184.5703125,0.08782189554331013,1513.0709550116753,1558.0992064311197,2922.4536869199537,0.13141257,0.3373224,23.237610751596964,0.07536892766366747,-118.21476,152.9557,-46.51243,31.121635,-17.298687,6.282562,-3.6962414,13.058594,-13.142221,15.704863,-13.088502,5.70854,-10.694908
country.00063.wav,country,83.35433467741936,0.05825803303847641,1614.587918187712,2016.5163398799498,3657.9216552167923,0.1314034,0.3339356,23.41299337373442,0.007476760306386463,-185.41428,118.49516,17.795778,48.869015,-2.1734655,21.354282,-8.994565,20.53351,-11.412323,9.274986,-5.478168,5.7618504,-2.9883938
