epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
17,467.715,1.27979,1.17512,1.52949,0.72211,0.63736,0.7358,0.46473,1.35193,1.05968,1.6779,0.008416,0.008416,0.008416
18,494.983,1.26019,1.15566,1.49806,0.71288,0.70645,0.78077,0.51408,1.26164,1.04557,1.5942,0.008317,0.008317,0.008317
19,522.313,1.25615,1.14589,1.50212,0.66778,0.73763,0.78165,0.49919,1.33586,1.03388,1.65135,0.008218,0.008218,0.008218
20,549.56,1.23422,1.11926,1.48431,0.73715,0.7076,0.79004,0.51428,1.28079,0.9748,1.61394,0.008119,0.008119,0.008119
21,576.886,1.23124,1.11988,1.47958,0.61317,0.75924,0.75836,0.49162,1.28739,1.01392,1.60664,0.00802,0.00802,0.00802
22,604.147,1.21485,1.08759,1.47097,0.72753,0.76544,0.81648,0.53484,1.2722,0.9162,1.58109,0.007921,0.007921,0.007921
23,631.548,1.20232,1.05482,1.46107,0.78076,0.66261,0.78886,0.5066,1.25038,0.98285,1.57665,0.007822,0.007822,0.007822
24,658.785,1.19623,1.0513,1.46143,0.75897,0.73147,0.80369,0.52927,1.26995,0.92546,1.59058,0.007723,0.007723,0.007723
25,686.03,1.1876,1.03659,1.45828,0.71151,0.74284,0.79201,0.52524,1.27253,0.95484,1.59968,0.007624,0.007624,0.007624
26,713.322,1.19129,1.04467,1.45717,0.8006,0.70655,0.77765,0.50955,1.27191,0.94966,1.60613,0.007525,0.007525,0.007525
27,740.626,1.1782,1.02093,1.4513,0.73415,0.76219,0.79883,0.52029,1.26037,0.95777,1.61054,0.007426,0.007426,0.007426
28,767.947,1.16284,0.99475,1.44093,0.76961,0.75399,0.81264,0.53489,1.23882,0.93218,1.58232,0.007327,0.007327,0.007327
29,795.26,1.15492,0.98813,1.43277,0.7745,0.74261,0.78812,0.52366,1.22853,0.87938,1.56521,0.007228,0.007228,0.007228
30,822.572,1.15024,0.98418,1.42529,0.67239,0.77393,0.79291,0.5311,1.23099,0.91257,1.58364,0.007129,0.007129,0.007129
31,849.82,1.15431,0.97621,1.4252,0.8039,0.77139,0.813,0.55226,1.23542,0.85868,1.58039,0.00703,0.00703,0.00703
32,877.183,1.13475,0.94301,1.41182,0.74728,0.7544,0.80425,0.53382,1.2238,0.89838,1.56537,0.006931,0.006931,0.006931
33,904.48,1.13478,0.94586,1.40933,0.67055,0.78939,0.79564,0.52862,1.24148,0.90867,1.56966,0.006832,0.006832,0.006832
34,931.842,1.12375,0.94023,1.40851,0.80244,0.78741,0.83522,0.55195,1.22568,0.83773,1.56565,0.006733,0.006733,0.006733
35,959.242,1.12994,0.92914,1.40198,0.67523,0.82043,0.81001,0.53294,1.2514,0.88594,1.60146,0.006634,0.006634,0.006634
36,986.567,1.11644,0.9396,1.40014,0.74228,0.78579,0.81799,0.54442,1.23672,0.86582,1.58131,0.006535,0.006535,0.006535
37,1013.91,1.08538,0.89751,1.37909,0.78472,0.73733,0.81071,0.54118,1.21277,0.87171,1.5699,0.006436,0.006436,0.006436
38,1041.28,1.10153,0.89686,1.38044,0.82588,0.73769,0.80889,0.54814,1.22574,0.84761,1.57723,0.006337,0.006337,0.006337
39,1068.61,1.10138,0.88394,1.38252,0.78305,0.75265,0.8344,0.54931,1.21564,0.8655,1.56799,0.006238,0.006238,0.006238
40,1095.96,1.07691,0.86383,1.3689,0.77682,0.76058,0.82277,0.55228,1.21968,0.85578,1.58644,0.006139,0.006139,0.006139
41,1123.23,1.0707,0.86693,1.36595,0.71845,0.78527,0.78947,0.54217,1.20168,0.88018,1.56236,0.00604,0.00604,0.00604
42,1150.59,1.05901,0.84967,1.35244,0.72887,0.80057,0.81091,0.54698,1.23753,0.84406,1.58299,0.005941,0.005941,0.005941
43,1177.91,1.04709,0.84213,1.35011,0.73458,0.78331,0.78993,0.52119,1.22224,0.86245,1.60219,0.005842,0.005842,0.005842
44,1205.16,1.05341,0.83115,1.35297,0.7444,0.7652,0.81738,0.55197,1.22167,0.79706,1.56669,0.005743,0.005743,0.005743
45,1232.49,1.04413,0.8232,1.33631,0.74974,0.76558,0.80591,0.54555,1.22974,0.84452,1.59372,0.005644,0.005644,0.005644
46,1259.83,1.0396,0.81799,1.33286,0.72959,0.76855,0.8011,0.53229,1.24775,0.8414,1.57957,0.005545,0.005545,0.005545
47,1287.15,1.02672,0.80978,1.33498,0.6831,0.79694,0.80651,0.5466,1.20877,0.86173,1.57329,0.005446,0.005446,0.005446
48,1314.46,1.02446,0.80476,1.33331,0.77537,0.80484,0.83635,0.55315,1.2398,0.76433,1.56058,0.005347,0.005347,0.005347
49,1341.86,1.00781,0.78607,1.31957,0.70173,0.78768,0.80859,0.54969,1.23038,0.81671,1.58342,0.005248,0.005248,0.005248
50,1369.22,1.0057,0.78653,1.31105,0.73968,0.7895,0.81588,0.5545,1.21327,0.80141,1.56881,0.005149,0.005149,0.005149
51,1396.53,1.00702,0.77176,1.32558,0.6898,0.78885,0.80185,0.53874,1.22771,0.81313,1.58101,0.00505,0.00505,0.00505
52,1423.84,0.99028,0.76208,1.30644,0.75852,0.794,0.83698,0.56324,1.23146,0.77608,1.59347,0.004951,0.004951,0.004951
53,1451.26,0.97788,0.75449,1.298,0.72608,0.81313,0.8179,0.55101,1.2403,0.82301,1.5962,0.004852,0.004852,0.004852
54,1478.58,0.98109,0.74208,1.29612,0.80865,0.77018,0.82595,0.55725,1.21018,0.7694,1.55967,0.004753,0.004753,0.004753
55,1505.91,0.96654,0.72926,1.28555,0.75324,0.78479,0.81452,0.54424,1.20521,0.82571,1.55597,0.004654,0.004654,0.004654
56,1533.24,0.95856,0.72509,1.27903,0.77818,0.76525,0.81665,0.55156,1.20832,0.80071,1.582,0.004555,0.004555,0.004555
57,1560.55,0.94274,0.70969,1.27424,0.76883,0.79772,0.83566,0.5666,1.2118,0.79643,1.56546,0.004456,0.004456,0.004456
58,1588.02,0.95354,0.7194,1.27705,0.77693,0.75154,0.80232,0.5393,1.2197,0.84415,1.59552,0.004357,0.004357,0.004357
59,1615.32,0.9393,0.7075,1.27462,0.75601,0.76981,0.80536,0.5362,1.21051,0.81442,1.57464,0.004258,0.004258,0.004258
60,1642.62,0.93266,0.69565,1.25801,0.73487,0.81115,0.81727,0.55248,1.2388,0.79019,1.59326,0.004159,0.004159,0.004159
61,1669.92,0.92212,0.69197,1.26158,0.75196,0.78533,0.80303,0.5323,1.24734,0.80311,1.60367,0.00406,0.00406,0.00406
62,1697.27,0.9088,0.67343,1.24708,0.77594,0.79051,0.80026,0.54049,1.21046,0.81033,1.5832,0.003961,0.003961,0.003961
63,1724.6,0.90388,0.66878,1.24702,0.76055,0.78702,0.81628,0.54838,1.25083,0.77704,1.62525,0.003862,0.003862,0.003862
64,1751.9,0.89281,0.66387,1.23613,0.76041,0.79567,0.79573,0.53269,1.25034,0.82218,1.63041,0.003763,0.003763,0.003763
65,1779.53,0.88759,0.65144,1.23055,0.74777,0.78337,0.80309,0.54176,1.22675,0.82375,1.59685,0.003664,0.003664,0.003664
66,1806.86,0.89675,0.65914,1.24701,0.71129,0.82479,0.79837,0.53471,1.22879,0.81894,1.59219,0.003565,0.003565,0.003565
67,1834.17,0.8815,0.64811,1.22717,0.72367,0.80431,0.79264,0.54046,1.24271,0.80438,1.60777,0.003466,0.003466,0.003466
68,1861.46,0.86356,0.63206,1.21259,0.76979,0.78397,0.80411,0.5481,1.22181,0.77596,1.61047,0.003367,0.003367,0.003367
69,1888.73,0.86065,0.61676,1.20555,0.77976,0.75717,0.80144,0.53111,1.24867,0.80754,1.62159,0.003268,0.003268,0.003268
70,1916.09,0.86243,0.62567,1.2167,0.73212,0.8062,0.79771,0.54445,1.23301,0.77789,1.61318,0.003169,0.003169,0.003169
71,1943.36,0.84571,0.60707,1.2062,0.78309,0.77438,0.80894,0.55279,1.23205,0.76286,1.60959,0.00307,0.00307,0.00307
72,1970.64,0.84804,0.61421,1.20608,0.77486,0.76103,0.79467,0.54939,1.21117,0.76675,1.59795,0.002971,0.002971,0.002971
73,1997.95,0.83409,0.59322,1.18243,0.72195,0.81664,0.81464,0.54485,1.2181,0.76038,1.60718,0.002872,0.002872,0.002872
74,2025.25,0.82174,0.59109,1.18465,0.73732,0.81446,0.81889,0.54244,1.22615,0.80369,1.6276,0.002773,0.002773,0.002773
75,2052.54,0.81984,0.59258,1.18574,0.72496,0.76745,0.79936,0.54702,1.21927,0.81052,1.61294,0.002674,0.002674,0.002674
76,2079.87,0.80966,0.58028,1.17005,0.75188,0.77526,0.80033,0.54015,1.2359,0.78074,1.63812,0.002575,0.002575,0.002575
77,2107.19,0.80102,0.57001,1.16524,0.71848,0.79193,0.79231,0.53458,1.24583,0.80982,1.62038,0.002476,0.002476,0.002476
